Ccy Code, Business Date, Bid, Mid, Ask
ADP,08/02/2010,137.384200000,137.384200000,137.384200000
AED,08/02/2010,3.672800000,3.673000000,3.673200000
AFA,08/02/2010,42.785000000,42.785000000,42.785000000
ALL,08/02/2010,106.400000000,106.650000000,106.900000000
ANG,08/02/2010,1.790000000,1.790000000,1.790000000
AON,08/02/2010,80.835700000,80.956950000,81.078200000
ARS,08/02/2010,2.850000000,2.851250000,2.852500000
ATS,08/02/2010,11.361820000,11.361820000,11.361820000
AUD,08/02/2010,1.1552680221811460258780036969,1.1550678602367889113485417268,1.1548677676406051507102436771
AWG,08/02/2010,1.790000000,1.790000000,1.790000000
BBD,08/02/2010,2.000000000,2.000000000,2.000000000
BDT,08/02/2010,58.920000000,58.945000000,58.970000000
BEF,08/02/2010,33.308480000,33.308480000,33.308480000
BGL,08/02/2010,1.601300000,1.601700000,1.602100000
BHD,08/02/2010,0.376440000,0.377065000,0.377690000
BIF,08/02/2010,1020.000000000,1060.000000000,1100.000000000
BMD,08/02/2010,1.000000000,1.000000000,1.000000000
BND,08/02/2010,1.676300000,1.676800000,1.677300000
BOB,08/02/2010,7.892000000,7.901000000,7.910000000
BRL,08/02/2010,1.879000000,1.879400000,1.879700000
BSD,08/02/2010,1.000000000,1.000000000,1.000000000
BTN,08/02/2010,43.730000000,43.735000000,43.740000000
BWP,08/02/2010,4.6794571829667758540009358914,4.6728971962616822429906542056,4.6663555762949136724218385441
BZD,08/02/2010,1.980000000,1.980000000,1.980000000
CAD,08/02/2010,1.071200000,1.071500000,1.071800000
CHF,08/02/2010,1.075500000,1.075650000,1.075800000
CLP,08/02/2010,538.300000000,538.550000000,538.800000000
CNY,08/02/2010,6.826200000,6.826500000,6.826700000
COP,08/02/2010,2665.100000000,2666.100000000,2667.100000000
CRC,08/02/2010,428.260000000,428.460000000,428.660000000
CUP,08/02/2010,1.000000000,1.000000000,1.000000000
CVE,08/02/2010,108.950000000,108.950000000,108.950000000
CZK,08/02/2010,19.120000000,19.189500000,19.259000000
DEM,08/02/2010,1.470328000,1.470383000,1.470438000
DJF,08/02/2010,175.000000000,175.000000000,175.000000000
DKK,08/02/2010,5.455100000,5.455900000,5.456700000
DOP,08/02/2010,43.100000000,43.100000000,43.100000000
DZD,08/02/2010,68.920200000,68.920200000,68.920200000
ECS,08/02/2010,25000.000000000,25000.000000000,25000.000000000
