Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,GBP            ,17-Feb-10,CLOSE,mm,mm_0_1,18-Feb-10,0.0071487000000000,0
1W,GBP            ,17-Feb-10,CLOSE,mm,mm_0_20100224,24-Feb-10,0.0071488000000000,1
STUB,GBP            ,17-Feb-10,CLOSE,mm,mm_0_20100317,17-Mar-10,0.0071495000000000,2
FUT1,GBP            ,17-Feb-10,CLOSE,fut,fut_1_103,17-Jun-10,0.0085140000000000,3
FUT2,GBP            ,17-Feb-10,CLOSE,fut,fut_2_103,16-Sep-10,0.0095307000000000,4
FUT3,GBP            ,17-Feb-10,CLOSE,fut,fut_3_103,15-Dec-10,0.0112467000000000,5
FUT4,GBP            ,17-Feb-10,CLOSE,fut,fut_4_103,16-Mar-11,0.0140158000000000,6
FUT5,GBP            ,17-Feb-10,CLOSE,fut,fut_5_103,16-Jun-11,0.0172750000000000,7
FUT6,GBP            ,17-Feb-10,CLOSE,fut,fut_6_103,21-Sep-11,0.0208621000000000,8
FUT7,GBP            ,17-Feb-10,CLOSE,fut,fut_7_103,21-Dec-11,0.0244024000000000,9
FUT8,GBP            ,17-Feb-10,CLOSE,fut,fut_8_103,21-Mar-12,0.0280278000000000,10
FUT9,GBP            ,17-Feb-10,CLOSE,fut,fut_9_103,21-Jun-12,0.0310810000000000,11
FUT10,GBP            ,17-Feb-10,CLOSE,fut,fut_10_103,20-Sep-12,0.0339113000000000,12
FUT11,GBP            ,17-Feb-10,CLOSE,fut,fut_11_103,19-Dec-12,0.0364735000000000,13
FUT12,GBP            ,17-Feb-10,CLOSE,fut,fut_12_103,19-Mar-13,0.0387761000000000,14
4Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1004,17-Feb-14,0.0266000000000000,15
5Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1005,17-Feb-15,0.0301500000000000,16
6Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1006,17-Feb-16,0.0329000000000000,17
7Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1007,17-Feb-17,0.0350750000000000,18
8Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1008,19-Feb-18,0.0368166000000000,19
9Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1009,18-Feb-19,0.0382215000000000,20
10Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1010,17-Feb-20,0.0393000000000000,21
12Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1012,17-Feb-22,0.0410000000000000,22
15Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1015,17-Feb-25,0.0425750000000000,23
20Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1020,18-Feb-30,0.0429498000000000,24
25Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1025,19-Feb-35,0.0424504000000000,25
30Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1030,17-Feb-40,0.0418500000000000,26
40Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1040,17-Feb-50,0.0410000000000000,27
50Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1050,17-Feb-60,0.0407750000000000,28
60Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1060,17-Feb-70,0.0409500000000000,29
70Y,GBP            ,17-Feb-10,CLOSE,swap,swap_0_1070,19-Feb-80,0.0412051000000000,30
1D,EUR_EUR        ,17-Feb-10,CLOSE,mm,mm_0_1,19-Feb-10,0.0086945000000000,0
1W,EUR_EUR        ,17-Feb-10,CLOSE,mm,mm_2_20100226,26-Feb-10,0.0086948000000000,1
STUB,EUR_EUR        ,17-Feb-10,CLOSE,mm,mm_0_20100317,17-Mar-10,0.0086957000000000,2
FUT1,EUR_EUR        ,17-Feb-10,CLOSE,fut,fut_1_103,17-Jun-10,0.0091095000000000,3
FUT2,EUR_EUR        ,17-Feb-10,CLOSE,fut,fut_2_103,16-Sep-10,0.0106086000000000,4
FUT3,EUR_EUR        ,17-Feb-10,CLOSE,fut,fut_3_103,15-Dec-10,0.0121281000000000,5
FUT4,EUR_EUR        ,17-Feb-10,CLOSE,fut,fut_4_103,16-Mar-11,0.0141186000000000,6
FUT5,EUR_EUR        ,17-Feb-10,CLOSE,fut,fut_5_103,16-Jun-11,0.0158802000000000,7
FUT6,EUR_EUR        ,17-Feb-10,CLOSE,fut,fut_6_103,21-Sep-11,0.0180912000000000,8
FUT7,EUR_EUR        ,17-Feb-10,CLOSE,fut,fut_7_103,21-Dec-11,0.0202836000000000,9
FUT8,EUR_EUR        ,17-Feb-10,CLOSE,fut,fut_8_103,21-Mar-12,0.0224830000000000,10
FUT9,EUR_EUR        ,17-Feb-10,CLOSE,fut,fut_9_103,21-Jun-12,0.0241880000000000,11
FUT10,EUR_EUR        ,17-Feb-10,CLOSE,fut,fut_10_103,20-Sep-12,0.0260406000000000,12
FUT11,EUR_EUR        ,17-Feb-10,CLOSE,fut,fut_11_103,19-Dec-12,0.0276966000000000,13
FUT12,EUR_EUR        ,17-Feb-10,CLOSE,fut,fut_12_103,19-Mar-13,0.0293875000000000,14
