COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
08/16/2010,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.4,03/20/2013,0.55,396638.569379155,-401943.910504197,-680808.49649865,662096.004310781,USD
08/16/2010,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.4,09/20/2013,0.56,469504.912996545,-484283.532426853,-945336.663398455,925391.332825901,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.36,12/20/2013,0.49,779093.383343695,-809725.921591763,-1407766.33381721,1384564.1218043,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.36,12/20/2013,0.49,-779621.21162694,810264.337633061,1408472.15366327,-1385250.79837151,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.32,06/20/2016,0.34,-38378.6674477165,39037.1926789739,-154549.437964735,156255.593215125,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.32,06/20/2013,0.35,-1915.32030929438,2557.71095189466,79413.9656060485,-79708.875384819,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.32,06/20/2016,0.34,38392.1086401827,-39050.3161784241,154694.165908254,-156401.24822287,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.32,06/20/2013,0.35,1913.50116992287,-2555.76658081026,-79402.256646106,79697.2454820305,USD
08/16/2010,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.56,12/20/2016,0.57,4660665.21703117,-4675727.76324232,-1710854.02043619,1630902.87238521,USD
08/16/2010,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.56,12/20/2016,0.57,-4663160.34737989,4678205.39512595,1711547.37268569,-1631556.53984733,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.43,03/20/2013,0.7,-534575.133402058,538726.080475619,612090.28384556,-585945.751402017,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.43,03/20/2013,0.69,375478.553661597,-378197.825814352,-425121.608797247,406954.23918917,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.43,03/20/2013,0.7,-95770.6141527954,96514.0028955935,109660.682374985,-104976.417010916,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.43,03/20/2013,0.69,350608.835602583,-353147.387708355,-396970.608084398,380005.639067407,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.28,12/20/2016,0.28,-1784.29060782216,1762.50502943725,2829.09377527339,-2794.5515073663,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.28,12/20/2016,0.28,-2379.05414504391,2350.00670718172,3772.125035729,-3726.06867849475,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.28,12/20/2016,0.28,-960.771857029544,949.041161082608,1523.35817285827,-1504.75849030789,USD
08/16/2010,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.28,12/20/2016,0.28,5124.11660925511,-5061.55289706889,-8124.5769828451,8025.37867516577,USD
