Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,GBP            ,12-Feb-10,CLOSE,mm,mm_0_1,15-Feb-10,0.0076604000000000,0
1W,GBP            ,12-Feb-10,CLOSE,mm,mm_0_20100219,19-Feb-10,0.0076605000000000,1
1M,GBP            ,12-Feb-10,CLOSE,mm,mm_0_101,12-Mar-10,0.0076612000000000,2
STUB,GBP            ,12-Feb-10,CLOSE,mm,mm_0_20100317,17-Mar-10,0.0077387000000000,3
FUT1,GBP            ,12-Feb-10,CLOSE,fut,fut_1_103,17-Jun-10,0.0084379000000000,4
FUT2,GBP            ,12-Feb-10,CLOSE,fut,fut_2_103,16-Sep-10,0.0094107000000000,5
FUT3,GBP            ,12-Feb-10,CLOSE,fut,fut_3_103,15-Dec-10,0.0113777000000000,6
FUT4,GBP            ,12-Feb-10,CLOSE,fut,fut_4_103,16-Mar-11,0.0143773000000000,7
FUT5,GBP            ,12-Feb-10,CLOSE,fut,fut_5_103,16-Jun-11,0.0176457000000000,8
FUT6,GBP            ,12-Feb-10,CLOSE,fut,fut_6_103,21-Sep-11,0.0213377000000000,9
FUT7,GBP            ,12-Feb-10,CLOSE,fut,fut_7_103,21-Dec-11,0.0249719000000000,10
FUT8,GBP            ,12-Feb-10,CLOSE,fut,fut_8_103,21-Mar-12,0.0286779000000000,11
FUT9,GBP            ,12-Feb-10,CLOSE,fut,fut_9_103,21-Jun-12,0.0318585000000000,12
FUT10,GBP            ,12-Feb-10,CLOSE,fut,fut_10_103,20-Sep-12,0.0347403000000000,13
FUT11,GBP            ,12-Feb-10,CLOSE,fut,fut_11_103,19-Dec-12,0.0372694000000000,14
FUT12,GBP            ,12-Feb-10,CLOSE,fut,fut_12_103,19-Mar-13,0.0395381000000000,15
4Y,GBP            ,12-Feb-10,CLOSE,swap,swap_0_1004,12-Feb-14,0.0270000000000000,16
5Y,GBP            ,12-Feb-10,CLOSE,swap,swap_0_1005,12-Feb-15,0.0305250000000000,17
6Y,GBP            ,12-Feb-10,CLOSE,swap,swap_0_1006,12-Feb-16,0.0332000000000000,18
7Y,GBP            ,12-Feb-10,CLOSE,swap,swap_0_1007,13-Feb-17,0.0352951000000000,19
8Y,GBP            ,12-Feb-10,CLOSE,swap,swap_0_1008,12-Feb-18,0.0369750000000000,20
9Y,GBP            ,12-Feb-10,CLOSE,swap,swap_0_1009,12-Feb-19,0.0383000000000000,21
