FromDate,ToDate,Status,Saved,MarketSet,QuoteType,Source,Name,Value
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,AA.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,ABY.USD.SeniorUnsecured.Modified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,ACAFP.EUR.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,ACE.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,AEP.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,AET.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,Next,AGASNV.EUR.Subordinated.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,AIFUL.JPY.SeniorUnsecured.Excluded.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,AIG.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,AIG-IntLeaseFin.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,ALL.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,Next,ALYD.EUR.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,ALYD.EUR.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,Next,ALYON.EUR.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,ALZSE.EUR.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,AMGN.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,Next,AOC.USD.SeniorUnsecured.Modified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,AOC.USD.SeniorUnsecured.Modified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,APC.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,ARW.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,Next,ASD-AmStdInc.USD.SeniorUnsecured.Modified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,Next,ASH.USD.SeniorUnsecured.Modified.Recovery,0.393478261
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,ASH.USD.SeniorUnsecured.Modified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,ATTINC.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,ATTINC-ML.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,Next,AV.USD.SeniorUnsecured.Modified.Recovery,0.15
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,AV.USD.SeniorUnsecured.Modified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,AXP.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,AZO.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,Next,BA.USD.SeniorUnsecured.Modified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,BA.USD.SeniorUnsecured.Modified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,BA-CapCorp.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,BACORP.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,BASPA.EUR.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,BAX.USD.SeniorUnsecured.ModifiedModified.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,Next,BILLO.USD.SeniorUnsecured.Excluded.Recovery,0.4
07-Jun-2010,08-Jun-2010,Insert,True,Closing,Recovery Rate,FixRec,BILLO.USD.SeniorUnsecured.Excluded.Recovery,0.4
