Source,Type,Name,Value
Model,Base Correlation,CDX.NA.IG.9-V3.20101220.1.corr,0.317951712309557
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20101220.1.strike,2.60491827258115
Model,Base Correlation,CDX.NA.IG.9-V3.20101220.2.corr,0.45346399015591
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20101220.2.strike,6.07814263602268
Model,Base Correlation,CDX.NA.IG.9-V3.20101220.3.corr,0.539513404791688
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20101220.3.strike,8.68306090860383
Model,Base Correlation,CDX.NA.IG.9-V3.20101220.4.corr,0.657703375662463
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20101220.4.strike,13.0245913629057
Model,Base Correlation,CDX.NA.IG.9-V3.20101220.5.corr,0.858355138299565
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20101220.5.strike,26.0491827258115
Model,Base Correlation,CDX.NA.IG.9-V3.20121220.1.corr,0.369350180279863
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20121220.1.strike,0.978641975661763
Model,Base Correlation,CDX.NA.IG.9-V3.20121220.2.corr,0.431249487323842
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20121220.2.strike,2.28349794321078
Model,Base Correlation,CDX.NA.IG.9-V3.20121220.3.corr,0.468960847785407
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20121220.3.strike,3.26213991887254
Model,Base Correlation,CDX.NA.IG.9-V3.20121220.4.corr,0.569864058631299
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20121220.4.strike,4.89320987830881
Model,Base Correlation,CDX.NA.IG.9-V3.20121220.5.corr,0.778512870092129
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20121220.5.strike,9.78641975661763
Model,Base Correlation,CDX.NA.IG.9-V3.20141220.1.corr,0.316501350602853
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20141220.1.strike,0.522328239021163
Model,Base Correlation,CDX.NA.IG.9-V3.20141220.2.corr,0.37053835495843
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20141220.2.strike,1.21876589104938
Model,Base Correlation,CDX.NA.IG.9-V3.20141220.3.corr,0.405528773962039
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20141220.3.strike,1.74109413007054
Model,Base Correlation,CDX.NA.IG.9-V3.20141220.4.corr,0.489323868477964
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20141220.4.strike,2.61164119510581
Model,Base Correlation,CDX.NA.IG.9-V3.20141220.5.corr,0.672456943908446
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20141220.5.strike,5.22328239021163
Model,Base Correlation,CDX.NA.IG.9-V3.20171220.1.corr,0.318530575294944
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20171220.1.strike,0.30962790974742
Model,Base Correlation,CDX.NA.IG.9-V3.20171220.2.corr,0.378595587161697
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20171220.2.strike,0.72246512274398
Model,Base Correlation,CDX.NA.IG.9-V3.20171220.3.corr,0.392097405322815
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20171220.3.strike,1.0320930324914
Model,Base Correlation,CDX.NA.IG.9-V3.20171220.4.corr,0.468732689617731
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20171220.4.strike,1.5481395487371
Model,Base Correlation,CDX.NA.IG.9-V3.20171220.5.corr,0.674665460615219
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20171220.5.strike,3.0962790974742
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20110620.1.corr,0.352379807223252
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20110620.1.strike,3.30831405211448
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20110620.2.corr,0.419095264159023
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20110620.2.strike,6.61662810422896
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20110620.3.corr,0.471071978602916
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20110620.3.strike,9.92494215634343
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20110620.4.corr,0.517653685732058
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20110620.4.strike,13.2332562084579
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20110620.5.corr,0.649169960910922
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20110620.5.strike,24.2609697155062
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20130620.1.corr,0.344377733289474
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20130620.1.strike,0.861991408602094
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20130620.2.corr,0.39695100016611
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20130620.2.strike,1.72398281720419
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20130620.3.corr,0.428657778714457
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20130620.3.strike,2.58597422580628
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20130620.4.corr,0.472102470842586
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20130620.4.strike,3.44796563440838
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20130620.5.corr,0.608959110090012
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20130620.5.strike,6.32127032974869
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20150620.1.corr,0.346654151285653
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20150620.1.strike,0.488851756812617
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20150620.2.corr,0.392166251533287
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20150620.2.strike,0.977703513625235
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20150620.3.corr,0.422132249287171
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20150620.3.strike,1.46655527043785
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20150620.4.corr,0.470629547108581
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20150620.4.strike,1.95540702725047
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20150620.5.corr,0.603168492546439
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20150620.5.strike,3.58491288329253
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20180620.1.corr,0.355100944116587
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20180620.1.strike,0.312372364179678
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20180620.2.corr,0.389207626799726
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20180620.2.strike,0.624744728359356
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20180620.3.corr,0.412345817427202
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20180620.3.strike,0.937117092539034
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20180620.4.corr,0.456611664339618
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20180620.4.strike,1.24948945671871
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20180620.5.corr,0.611331859806974
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20180620.5.strike,2.29073067065097
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.1.corr,0.28693781540797
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.1.strike,0.327030883711789
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.2.corr,0.318838558601616
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.2.strike,0.763072061994174
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.3.corr,0.336094543644715
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.3.strike,1.09010294570596
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.4.corr,0.413735618323844
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.4.strike,1.63515441855894
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.5.corr,0.605649144542251
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.5.strike,3.27030883711789
