COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
09/30/2010,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.46,03/20/2013,0.62,288579.960789272,-295371.406062882,-700590.227760806,682501.99838368,USD
09/30/2010,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.45,09/20/2013,0.61,365895.267041854,-379402.134294063,-946926.911077364,928468.332736362,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.41,12/20/2013,0.54,610432.523159752,-634966.834211043,-1364688.77154221,1343793.15954851,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.41,12/20/2013,0.54,-610830.169143991,635373.677078274,1365362.19128044,-1344449.61401176,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.33,06/20/2016,0.36,-34062.4886261222,34536.2608185378,-148803.589776778,150358.288926082,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.36,06/20/2013,0.41,-1679.3252740162,2198.5744373032,69091.421884459,-69255.5168426899,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.33,06/20/2016,0.36,34072.641321403,-34546.0335668244,148935.080027108,-150490.516785503,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.36,06/20/2013,0.41,1678.07455104572,-2197.23487665922,-69081.750931986,69245.9131819144,USD
09/30/2010,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.56,12/20/2016,0.57,4519778.18555206,-4530887.68920713,-1656853.20469278,1578343.07002538,USD
09/30/2010,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.56,12/20/2016,0.57,-4522078.94127899,4533169.484183,1657494.07646615,-1578947.14656439,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.5,03/20/2013,0.77,-381191.873891823,392674.86042961,686684.267186866,-658248.708953336,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.5,03/20/2013,0.76,270406.040613105,-278324.078639859,-476915.2651069,457203.209978019,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.5,03/20/2013,0.77,-68290.4354549714,70347.7748463665,123024.232107673,-117929.522558224,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.5,03/20/2013,0.76,252493.257997771,-259887.025194624,-445333.332298025,426926.038588908,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.27,12/20/2016,0.27,-1845.38737940621,1825.23691710572,2925.96616557796,-2894.01646679387,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.27,12/20/2016,0.27,-2460.51650719984,2433.64922411805,3901.28822287131,-3858.68862446959,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.27,12/20/2016,0.27,-993.670118353109,982.819869520561,1575.52022870265,-1558.31654489813,USD
09/30/2010,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.27,12/20/2016,0.27,5299.57400429672,-5241.70601008912,-8402.77461610157,8311.02163512271,USD
