COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
01/08/2010,,,0.96,06/20/2010,0.98,124028.710059706,-14259.0854009623,-152492.932491383,140994.637805104,USD
01/08/2010,,,0.96,06/20/2010,0.98,-124049.8762073,14261.9715626484,152518.609297955,-141018.293790251,USD
01/08/2010,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.6,03/20/2013,0.78,124413.998943264,-136823.86034464,-880637.429328306,863730.302820572,USD
01/08/2010,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.53,09/20/2013,0.71,221517.938348139,-235090.501530532,-999504.784751756,983277.667380716,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.46,12/20/2013,0.59,497747.223622976,-520675.135272313,-1321901.89773623,1304567.78390794,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.46,12/20/2013,0.59,-498181.994314323,521121.641577618,1322719.17240865,-1305367.51140084,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.35,06/20/2016,0.38,-23813.1692831305,23975.2336544235,-126846.621690174,128122.453964706,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.45,06/20/2013,0.52,1849.09194617594,-1612.56021303266,65867.7484918857,-66217.7724714121,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.35,06/20/2016,0.38,23819.9601091807,-23981.5549784241,126969.510998572,-128246.001438722,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.45,06/20/2013,0.52,-1849.76348404216,1613.31698954818,-65854.5953465694,66204.6264852514,USD
01/08/2010,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.61,12/20/2016,0.61,3730689.82942246,-3735575.27754216,-1499346.71161458,1430278.94317001,USD
01/08/2010,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.61,12/20/2016,0.61,-3732827.69884051,3737697.30703362,1500007.16704786,-1430900.74844698,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.65,03/20/2013,0.92,-97035.236358049,135649.50852017,1273029.4032541,-1213039.38598849,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.65,03/20/2013,0.92,76323.8912444844,-101943.395878107,-885874.235499338,844862.603153914,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.65,03/20/2013,0.92,-17384.1061609329,24302.7456193742,228097.123539408,-217347.786983337,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.65,03/20/2013,0.92,71269.3143821932,-95193.7519594882,-827269.178074451,788969.43637713,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.31,12/20/2016,0.31,-1643.19840129475,1636.82487664501,2605.38409397125,-2595.2785098057,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.31,12/20/2016,0.31,-2190.93120290607,2182.43317003517,3473.84546049886,-3460.37134827088,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.31,12/20/2016,0.31,-884.799131127459,881.367233270286,1402.89911478897,-1397.45764644154,USD
01/08/2010,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.31,12/20/2016,0.31,4718.92873473841,-4700.62527936288,-7482.12866832379,7453.1075035865,USD
