Name, Series, Version (hardcoded), Term (years), Deal Spread, Delta, TrancheFrom, TrancheTo, EffectiveDate, Reference Spread, Bid, Mid, Ask, BidUpFront, MidUpFront, AskUpFront
DJ CDX.NA.IG,9,1,3.00000,45.0000000000000000,129388.0441186170000000,0.0000,3.0000,31/03/2010,208.0000000000000000,500.000000000,500.000000000,500.000000000,36.000000000,36.000000000,36.000000000
DJ CDX.NA.IG,9,1,3.00000,45.0000000000000000,82143.1995150612000000,3.0000,7.0000,31/03/2010,208.0000000000000000,880.000000000,880.000000000,880.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,3.00000,45.0000000000000000,24820.3881651958000000,7.0000,10.0000,31/03/2010,208.0000000000000000,180.000000000,180.000000000,180.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,3.00000,45.0000000000000000,7084.1967766943600000,10.0000,15.0000,31/03/2010,208.0000000000000000,45.000000000,45.000000000,45.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,3.00000,45.0000000000000000,2967.5749956685000000,15.0000,30.0000,31/03/2010,208.0000000000000000,18.000000000,18.000000000,18.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,5.00000,60.0000000000000000,272108.2435267840000000,0.0000,3.0000,31/03/2010,110.0000000000000000,500.000000000,500.000000000,500.000000000,48.250000000,48.437500000,48.625000000
DJ CDX.NA.IG,9,1,5.00000,60.0000000000000000,277482.2965924180000000,3.0000,7.0000,31/03/2010,110.0000000000000000,682.593264312,690.2013169915,697.809369671,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,5.00000,60.0000000000000000,141479.4186468620000000,7.0000,10.0000,31/03/2010,110.0000000000000000,232.199404002,239.1252814845,246.051158967,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,5.00000,60.0000000000000000,58629.0443865778000000,10.0000,15.0000,31/03/2010,110.0000000000000000,72.000000000,76.500000000,81.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,5.00000,60.0000000000000000,24670.3221583881000000,15.0000,30.0000,31/03/2010,110.0000000000000000,26.000000000,28.000000000,30.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,263127.8070291140000000,0.0000,3.0000,31/03/2010,117.0000000000000000,500.000000000,500.000000000,500.000000000,65.125000000,65.312500000,65.500000000
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,464556.7388450120000000,3.0000,7.0000,31/03/2010,117.0000000000000000,930.468581183,935.513134869,940.557688555,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,293903.1275156710000000,7.0000,10.0000,31/03/2010,117.0000000000000000,377.890937128,382.251975088,386.613013048,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,141415.6609420130000000,10.0000,15.0000,31/03/2010,117.0000000000000000,140.000000000,142.500000000,145.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,60503.6899547074000000,15.0000,30.0000,31/03/2010,117.0000000000000000,49.000000000,50.000000000,51.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,212925.4179353320000000,0.0000,3.0000,31/03/2010,125.0000000000000000,500.000000000,500.000000000,500.000000000,72.375000000,72.562500000,72.750000000
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,856106.6013043630000000,3.0000,7.0000,31/03/2010,125.0000000000000000,1676.353105191,1684.5985708815,1692.844036572,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,592857.8945244270000000,7.0000,10.0000,31/03/2010,125.0000000000000000,563.340465059,567.1408929625,570.941320866,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,333648.5573271910000000,10.0000,15.0000,31/03/2010,125.0000000000000000,223.000000000,227.500000000,232.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,131890.1704619320000000,15.0000,30.0000,31/03/2010,125.0000000000000000,71.000000000,72.000000000,73.000000000,NULL,NULL,NULL
iTraxx Europe,9,1,3.00000,140.0000000000000000,300226.2650650030000000,0.0000,3.0000,31/03/2010,40.0000000000000000,500.000000000,500.000000000,500.000000000,6.000000000,6.500000000,7.000000000
iTraxx Europe,9,1,3.00000,140.0000000000000000,63103.8587727932000000,3.0000,6.0000,31/03/2010,40.0000000000000000,100.283122557,114.906910756,129.530698955,NULL,NULL,NULL
iTraxx Europe,9,1,3.00000,140.0000000000000000,36664.5957507553000000,6.0000,9.0000,31/03/2010,40.0000000000000000,47.650936335,62.209536162,76.768135989,NULL,NULL,NULL
