Source,Type,Name,Value
Model,Base Correlation,CDX.NA.IG.9-V4.20121220.0.corr,0.309396548520401
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20121220.0.strike,1.17918708228781
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.1.corr,0.218657234070028
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.1.strike,0.369149855583432
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.2.corr,0.269695569504487
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.2.strike,0.861349663028007
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.3.corr,0.291789691292931
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.3.strike,1.23049951861144
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.4.corr,0.37472157095152
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.4.strike,1.84574927791716
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.5.corr,0.568541903736883
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.5.strike,3.69149855583432
