Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,GBP            ,27-Aug-10,CLOSE,mm,mm_0_1,31-Aug-10,0.0095963000000000,0
1W,GBP            ,27-Aug-10,CLOSE,mm,mm_0_20100903,03-Sep-10,0.0095965000000000,1
STUB,GBP            ,27-Aug-10,CLOSE,mm,mm_0_20100915,15-Sep-10,0.0095972000000000,2
FUT1,GBP            ,27-Aug-10,CLOSE,fut,fut_1_103,15-Dec-10,0.0099520000000000,3
FUT2,GBP            ,27-Aug-10,CLOSE,fut,fut_2_103,16-Mar-11,0.0105874000000000,4
FUT3,GBP            ,27-Aug-10,CLOSE,fut,fut_3_103,16-Jun-11,0.0107646000000000,5
FUT4,GBP            ,27-Aug-10,CLOSE,fut,fut_4_103,21-Sep-11,0.0114320000000000,6
FUT5,GBP            ,27-Aug-10,CLOSE,fut,fut_5_103,21-Dec-11,0.0122978000000000,7
FUT6,GBP            ,27-Aug-10,CLOSE,fut,fut_6_103,21-Mar-12,0.0138436000000000,8
FUT7,GBP            ,27-Aug-10,CLOSE,fut,fut_7_103,21-Jun-12,0.0154663000000000,9
FUT8,GBP            ,27-Aug-10,CLOSE,fut,fut_8_103,20-Sep-12,0.0170972000000000,10
FUT9,GBP            ,27-Aug-10,CLOSE,fut,fut_9_103,19-Dec-12,0.0186990000000000,11
FUT10,GBP            ,27-Aug-10,CLOSE,fut,fut_10_103,20-Mar-13,0.0206305000000000,12
FUT11,GBP            ,27-Aug-10,CLOSE,fut,fut_11_103,20-Jun-13,0.0222280000000000,13
FUT12,GBP            ,27-Aug-10,CLOSE,fut,fut_12_103,19-Sep-13,0.0237910000000000,14
4Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1004,27-Aug-14,0.0180250000000000,15
5Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1005,27-Aug-15,0.0205750000000000,16
6Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1006,30-Aug-16,0.0228842000000000,17
7Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1007,29-Aug-17,0.0249652000000000,18
8Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1008,28-Aug-18,0.0267706000000000,19
9Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1009,27-Aug-19,0.0283500000000000,20
10Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1010,27-Aug-20,0.0296500000000000,21
12Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1012,30-Aug-22,0.0317172000000000,22
15Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1015,27-Aug-25,0.0337250000000000,23
20Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1020,27-Aug-30,0.0351750000000000,24
25Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1025,28-Aug-35,0.0357248000000000,25
30Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1030,28-Aug-40,0.0358999000000000,26
40Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1040,30-Aug-50,0.0358001000000000,27
50Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1050,27-Aug-60,0.0358250000000000,28
60Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1060,27-Aug-70,0.0359250000000000,29
70Y,GBP            ,27-Aug-10,CLOSE,swap,swap_0_1070,27-Aug-80,0.0360417000000000,30
1D,EUR_EUR        ,27-Aug-10,CLOSE,mm,mm_0_1,31-Aug-10,0.0112573000000000,0
1W,EUR_EUR        ,27-Aug-10,CLOSE,mm,mm_2_20100907,07-Sep-10,0.0112575000000000,1
STUB,EUR_EUR        ,27-Aug-10,CLOSE,mm,mm_2_20100915,15-Sep-10,0.0112580000000000,2
FUT1,EUR_EUR        ,27-Aug-10,CLOSE,fut,fut_1_103,15-Dec-10,0.0111456000000000,3
FUT2,EUR_EUR        ,27-Aug-10,CLOSE,fut,fut_2_103,16-Mar-11,0.0115952000000000,4
FUT3,EUR_EUR        ,27-Aug-10,CLOSE,fut,fut_3_103,16-Jun-11,0.0117250000000000,5
FUT4,EUR_EUR        ,27-Aug-10,CLOSE,fut,fut_4_103,21-Sep-11,0.0121466000000000,6
FUT5,EUR_EUR        ,27-Aug-10,CLOSE,fut,fut_5_103,21-Dec-11,0.0124258000000000,7
FUT6,EUR_EUR        ,27-Aug-10,CLOSE,fut,fut_6_103,21-Mar-12,0.0132742000000000,8
FUT7,EUR_EUR        ,27-Aug-10,CLOSE,fut,fut_7_103,21-Jun-12,0.0139429000000000,9
FUT8,EUR_EUR        ,27-Aug-10,CLOSE,fut,fut_8_103,20-Sep-12,0.0147534000000000,10
FUT9,EUR_EUR        ,27-Aug-10,CLOSE,fut,fut_9_103,19-Dec-12,0.0154868000000000,11
FUT10,EUR_EUR        ,27-Aug-10,CLOSE,fut,fut_10_103,20-Mar-13,0.0165522000000000,12
FUT11,EUR_EUR        ,27-Aug-10,CLOSE,fut,fut_11_103,20-Jun-13,0.0173642000000000,13
FUT12,EUR_EUR        ,27-Aug-10,CLOSE,fut,fut_12_103,19-Sep-13,0.0184331000000000,14
4Y,EUR_EUR        ,27-Aug-10,CLOSE,swap,swap_2_1004,29-Aug-14,0.0159681000000000,15
5Y,EUR_EUR        ,27-Aug-10,CLOSE,swap,swap_2_1005,31-Aug-15,0.0177300000000000,16
6Y,EUR_EUR        ,27-Aug-10,CLOSE,swap,swap_2_1006,31-Aug-16,0.0193000000000000,17
7Y,EUR_EUR        ,27-Aug-10,CLOSE,swap,swap_2_1007,31-Aug-17,0.0206600000000000,18
