Source,Type,Name,Value
Model,Base Correlation,CDX.NA.IG.9-V4.20121220.0.corr,0.38885911205453
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20121220.0.strike,1.02795863368231
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.1.corr,0.212123916280916
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.1.strike,0.34557059412263
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.2.corr,0.257105969732544
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.2.strike,0.806331386286137
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.3.corr,0.279655878951439
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.3.strike,1.15190198040877
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.4.corr,0.369669413384309
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.4.strike,1.72785297061315
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.5.corr,0.576455120026863
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.5.strike,3.4557059412263
