Source,Type,Name,Value
Model,Base Correlation,CDX.NA.IG.9-V3.20101220.1.corr,0.260776473976477
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20101220.1.strike,2.90010699731159
Model,Base Correlation,CDX.NA.IG.9-V3.20101220.2.corr,0.373516797509712
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20101220.2.strike,6.76691632706038
Model,Base Correlation,CDX.NA.IG.9-V3.20101220.3.corr,0.446297656619216
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20101220.3.strike,9.66702332437197
Model,Base Correlation,CDX.NA.IG.9-V3.20101220.4.corr,0.554645996835776
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20101220.4.strike,14.5005349865579
Model,Base Correlation,CDX.NA.IG.9-V3.20101220.5.corr,0.751392678766328
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20101220.5.strike,29.0010699731159
Model,Base Correlation,CDX.NA.IG.9-V3.20121220.1.corr,0.362065624753386
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20121220.1.strike,0.9479335559836
Model,Base Correlation,CDX.NA.IG.9-V3.20121220.2.corr,0.411186669753074
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20121220.2.strike,2.21184496396173
Model,Base Correlation,CDX.NA.IG.9-V3.20121220.3.corr,0.448757551097503
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20121220.3.strike,3.15977851994533
Model,Base Correlation,CDX.NA.IG.9-V3.20121220.4.corr,0.548084228429246
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20121220.4.strike,4.739667779918
Model,Base Correlation,CDX.NA.IG.9-V3.20121220.5.corr,0.751305599573692
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20121220.5.strike,9.479335559836
Model,Base Correlation,CDX.NA.IG.9-V3.20141220.1.corr,0.307634237862965
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20141220.1.strike,0.507416250752908
Model,Base Correlation,CDX.NA.IG.9-V3.20141220.2.corr,0.347805203859334
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20141220.2.strike,1.18397125175679
Model,Base Correlation,CDX.NA.IG.9-V3.20141220.3.corr,0.385544091419908
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20141220.3.strike,1.69138750250969
Model,Base Correlation,CDX.NA.IG.9-V3.20141220.4.corr,0.471007056403193
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20141220.4.strike,2.53708125376454
Model,Base Correlation,CDX.NA.IG.9-V3.20141220.5.corr,0.651769497089199
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20141220.5.strike,5.07416250752908
Model,Base Correlation,CDX.NA.IG.9-V3.20171220.1.corr,0.316797144169591
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20171220.1.strike,0.30247967910566
Model,Base Correlation,CDX.NA.IG.9-V3.20171220.2.corr,0.361881599754365
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20171220.2.strike,0.705785917913207
Model,Base Correlation,CDX.NA.IG.9-V3.20171220.3.corr,0.377276036160631
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20171220.3.strike,1.00826559701887
Model,Base Correlation,CDX.NA.IG.9-V3.20171220.4.corr,0.452124496158687
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20171220.4.strike,1.5123983955283
Model,Base Correlation,CDX.NA.IG.9-V3.20171220.5.corr,0.656923953529761
Model,Base Correlation Strike,CDX.NA.IG.9-V3.20171220.5.strike,3.0247967910566
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20110620.1.corr,0.351464997707939
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20110620.1.strike,3.13145556362176
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20110620.2.corr,0.40426915557084
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20110620.2.strike,6.26291112724352
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20110620.3.corr,0.451085848123965
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20110620.3.strike,9.39436669086529
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20110620.4.corr,0.498136805870647
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20110620.4.strike,12.525822254487
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20110620.5.corr,0.624180821317578
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20110620.5.strike,22.9640074665596
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20130620.1.corr,0.350551794659156
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20130620.1.strike,0.809937713358219
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20130620.2.corr,0.389055504210363
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20130620.2.strike,1.61987542671644
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20130620.3.corr,0.421367404591678
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20130620.3.strike,2.42981314007466
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20130620.4.corr,0.46528308152193
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20130620.4.strike,3.23975085343287
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20130620.5.corr,0.604706267952655
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20130620.5.strike,5.9395432312936
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20150620.1.corr,0.35331631319313
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20150620.1.strike,0.45993932231305
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20150620.2.corr,0.382696527790534
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20150620.2.strike,0.919878644626099
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20150620.3.corr,0.410899366128461
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20150620.3.strike,1.37981796693915
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20150620.4.corr,0.460389501365726
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20150620.4.strike,1.8397572892522
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20150620.5.corr,0.59838869063692
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20150620.5.strike,3.37288836362903
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20180620.1.corr,0.344108742473607
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20180620.1.strike,0.293772528726947
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20180620.2.corr,0.370247498355101
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20180620.2.strike,0.587545057453894
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20180620.3.corr,0.39478450710093
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20180620.3.strike,0.88131758618084
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20180620.4.corr,0.43886073398343
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20180620.4.strike,1.17509011490779
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20180620.5.corr,0.592829295452317
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20180620.5.strike,2.15433187733094
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.1.corr,0.238164033651287
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.1.strike,0.324156967943094
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.2.corr,0.279852564935898
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.2.strike,0.756366258533886
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.3.corr,0.293819481035792
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.3.strike,1.08052322647698
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.4.corr,0.371660827095658
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.4.strike,1.62078483971547
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.5.corr,0.547769857282509
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.5.strike,3.24156967943094
