Ccy Code, Business Date, Bid, Mid, Ask
ADP,08/07/2010,137.384200000,137.384200000,137.384200000
AED,08/07/2010,3.672800000,3.673000000,3.673200000
AFA,08/07/2010,42.785000000,42.785000000,42.785000000
ALL,08/07/2010,106.400000000,106.650000000,106.900000000
ANG,08/07/2010,1.790000000,1.790000000,1.790000000
AON,08/07/2010,80.835700000,80.956950000,81.078200000
ARS,08/07/2010,2.850000000,2.851250000,2.852500000
ATS,08/07/2010,11.361820000,11.361820000,11.361820000
AUD,08/07/2010,1.1582117211026175584896919157,1.1580105378958948526431590527,1.157809424568715989348153294
AWG,08/07/2010,1.790000000,1.790000000,1.790000000
BBD,08/07/2010,2.000000000,2.000000000,2.000000000
BDT,08/07/2010,58.920000000,58.945000000,58.970000000
BEF,08/07/2010,33.308480000,33.308480000,33.308480000
BGL,08/07/2010,1.601300000,1.601700000,1.602100000
BHD,08/07/2010,0.376440000,0.377065000,0.377690000
BIF,08/07/2010,1020.000000000,1060.000000000,1100.000000000
BMD,08/07/2010,1.000000000,1.000000000,1.000000000
BND,08/07/2010,1.676300000,1.676800000,1.677300000
BOB,08/07/2010,7.892000000,7.901000000,7.910000000
BRL,08/07/2010,1.766600000,1.767400000,1.768200000
BSD,08/07/2010,1.000000000,1.000000000,1.000000000
BTN,08/07/2010,43.730000000,43.735000000,43.740000000
BWP,08/07/2010,4.6794571829667758540009358914,4.6728971962616822429906542056,4.6663555762949136724218385441
BZD,08/07/2010,1.980000000,1.980000000,1.980000000
CAD,08/07/2010,1.047900000,1.048100000,1.048300000
CHF,08/07/2010,1.050300000,1.050400000,1.050500000
CLP,08/07/2010,535.800000000,535.950000000,536.100000000
CNY,08/07/2010,6.776800000,6.777050000,6.777300000
COP,08/07/2010,2665.100000000,2666.100000000,2667.100000000
CRC,08/07/2010,428.260000000,428.460000000,428.660000000
CUP,08/07/2010,1.000000000,1.000000000,1.000000000
CVE,08/07/2010,108.950000000,108.950000000,108.950000000
CZK,08/07/2010,20.170000000,20.200000000,20.230000000
DEM,08/07/2010,1.470328000,1.470383000,1.470438000
DJF,08/07/2010,175.000000000,175.000000000,175.000000000
DKK,08/07/2010,5.901900000,5.902800000,5.903700000
DOP,08/07/2010,43.100000000,43.100000000,43.100000000
DZD,08/07/2010,68.920200000,68.920200000,68.920200000
ECS,08/07/2010,25000.000000000,25000.000000000,25000.000000000
EEK,08/07/2010,12.872300000,12.875150000,12.878000000
EGP,08/07/2010,6.180000000,6.189950000,6.199900000
ESP,08/07/2010,137.384200000,137.384200000,137.384200000
ETB,08/07/2010,8.350000000,8.550000000,8.750000000
EUR,08/07/2010,0.7920164739426580072865515603,0.7919537499010057812623742773,0.7918910357934748178650617675
FIM,08/07/2010,4.909364000,4.909364000,4.909364000
FJD,08/07/2010,1.6969285593076531478024775157,1.6897600540723217303142953701,1.6826518593303045599865387851
FKP,08/07/2010,1.829800000,1.829900000,1.830000000
FRF,08/07/2010,5.196100000,5.196100000,5.196100000
GBP,08/07/2010,0.6585446163977609483042476128,0.6584795706713199222994106608,0.6584145377929944693178825388
GHC,08/07/2010,8890.000000000,8975.000000000,9060.000000000
GIP,08/07/2010,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
GMD,08/07/2010,28.000000000,29.000000000,30.000000000
GNF,08/07/2010,2005.000000000,2012.500000000,2020.000000000
GRD,08/07/2010,281.355800000,281.355800000,281.355800000
GTQ,08/07/2010,8.080000000,8.100000000,8.120000000
GWP,08/07/2010,761.550000000,761.550000000,761.550000000
GYD,08/07/2010,179.000000000,179.000000000,179.000000000
HKD,08/07/2010,7.789000000,7.789250000,7.789500000
HNL,08/07/2010,17.980000000,17.980000000,17.980000000
HRK,08/07/2010,6.218100000,6.221950000,6.225800000
HTG,08/07/2010,29.000000000,29.000000000,29.000000000
HUF,08/07/2010,223.590000000,224.255000000,224.920000000
IDR,08/07/2010,9055.000000000,9070.000000000,9085.000000000
IEP,08/07/2010,0.6502846946393130912713586008,0.6502846946393130912713586008,0.6502846946393130912713586008
ILS,08/07/2010,3.878000000,3.884050000,3.890100000
INR,08/07/2010,47.030000000,47.035000000,47.040000000
IQD,08/07/2010,1424.500000000,1424.500000000,1424.500000000
IRR,08/07/2010,8481.000000000,8482.000000000,8483.000000000
ISK,08/07/2010,124.290000000,124.690000000,125.090000000
ITL,08/07/2010,1598.770000000,1598.770000000,1598.770000000
JMD,08/07/2010,60.370000000,60.370000000,60.370000000
JOD,08/07/2010,0.708000000,0.709000000,0.710000000
JPY,08/07/2010,87.810000000,87.820000000,87.830000000
KES,08/07/2010,77.450000000,77.450000000,77.450000000
KHR,08/07/2010,3850.000000000,3850.000000000,3850.000000000
KMF,08/07/2010,404.778500000,404.828400000,404.878400000
KPW,08/07/2010,2.200000000,2.200000000,2.200000000
KRW,08/07/2010,1213.600000000,1214.075000000,1214.550000000
KWD,08/07/2010,0.289000000,0.289500000,0.290000000
KYD,08/07/2010,0.8333333333333333333333333333,0.8247422680412371134020618557,0.8163265306122448979591836735
KZT,08/07/2010,147.515000000,147.515000000,147.550000000
LAK,08/07/2010,7842.590000000,7842.590000000,7842.590000000
LBP,08/07/2010,1514.000000000,1515.000000000,1516.000000000
LKR,08/07/2010,97.500000000,97.550000000,97.600000000
LRD,08/07/2010,1.000000000,1.000000000,1.000000000
LSL,08/07/2010,6.404900000,6.420000000,6.435100000
LTL,08/07/2010,2.850000000,2.851000000,2.852000000
LUF,08/07/2010,33.308480000,33.308480000,33.308480000
LVL,08/07/2010,0.536800000,0.537300000,0.537800000
LYD,08/07/2010,1.205900000,1.205900000,1.205900000
MAD,08/07/2010,9.044100000,9.058800000,9.073500000
MGF,08/07/2010,6800.000000000,6800.000000000,6800.000000000
MMK,08/07/2010,6.387900000,6.387900000,6.387900000
MNT,08/07/2010,1176.000000000,1176.000000000,1176.000000000
MOP,08/07/2010,8.024500000,8.025000000,8.025500000
MRO,08/07/2010,264.320000000,265.310000000,266.300000000
MTL,08/07/2010,0.349400000,0.349950000,0.350500000
MUR,08/07/2010,26.250000000,26.400000000,26.550000000
MVR,08/07/2010,12.750000000,12.800000000,12.850000000
MWK,08/07/2010,106.500000000,108.250000000,110.000000000
MXN,08/07/2010,12.837500000,12.842500000,12.847500000
MYR,08/07/2010,3.219000000,3.221000000,3.223000000
MZM,08/07/2010,23262.000000000,23379.500000000,23497.000000000
NAD,08/07/2010,6.404900000,6.420000000,6.435100000
NGN,08/07/2010,134.900000000,135.050000000,135.200000000
NIO,08/07/2010,15.650000000,15.650000000,15.650000000
NLG,08/07/2010,1.819594000,1.819594000,1.819594000
NOK,08/07/2010,6.396500000,6.400600000,6.404700000
NPR,08/07/2010,69.840000000,69.920000000,70.000000000
NZD,08/07/2010,1.4224751066856330014224751067,1.4220705346985210466439135381,1.4216661927779357406880864373
OMR,08/07/2010,0.384900000,0.384950000,0.385000000
PAB,08/07/2010,1.000000000,1.000000000,1.000000000
PEN,08/07/2010,3.457000000,3.457000000,3.457000000
PGK,08/07/2010,3.2552083333333333333333333333,3.2467532467532467532467532468,3.2383419689119170984455958549
PHP,08/07/2010,46.540000000,46.555000000,46.570000000
PKR,08/07/2010,57.370000000,57.385000000,57.400000000
PLN,08/07/2010,3.236800000,3.242300000,3.247800000
PLZ,08/07/2010,3.869000000,3.870000000,3.871000000
PTE,08/07/2010,165.537100000,165.537100000,165.537100000
PYG,08/07/2010,5870.000000000,5890.000000000,5910.000000000
QAR,08/07/2010,3.640100000,3.640600000,3.641100000
ROL,08/07/2010,33569.200000000,33585.680000000,33602.170000000
RUB,08/07/2010,31.035000000,31.063750000,31.092500000
SAR,08/07/2010,3.749700000,3.750000000,3.750300000
SBD,08/07/2010,7.462600000,7.462600000,7.462600000
SCR,08/07/2010,5.472500000,5.520650000,5.568800000
SDD,08/07/2010,258.810000000,259.455000000,260.100000000
SDP,08/07/2010,2588.100000000,2594.550000000,2601.000000000
SEK,08/07/2010,7.574200000,7.578350000,7.582500000
SGD,08/07/2010,1.385600000,1.385850000,1.386100000
SHP,08/07/2010,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
SIT,08/07/2010,196.850000000,196.917800000,196.985500000
SKK,08/07/2010,33.120000000,33.145000000,33.170000000
SLL,08/07/2010,2650.000000000,2600.000000000,2550.000000000
SOS,08/07/2010,2620.000000000,2620.000000000,2620.000000000
SRG,08/07/2010,2750.000000000,2750.000000000,2750.000000000
STD,08/07/2010,8700.000000000,8700.000000000,8700.000000000
SVC,08/07/2010,8.747000000,8.752000000,8.757000000
SYP,08/07/2010,43.660600000,43.660600000,43.660600000
SZL,08/07/2010,6.404900000,6.420000000,6.435100000
THB,08/07/2010,32.440000000,32.460000000,32.480000000
TND,08/07/2010,1.251200000,1.253050000,1.254900000
TOP,08/07/2010,1.954700000,1.954700000,1.954700000
TRL,08/07/2010,1551200.000000000,1553100.000000000,1555000.000000000
TTD,08/07/2010,6.150000000,6.150000000,6.150000000
TWD,08/07/2010,32.189000000,32.190500000,32.192000000
TZS,08/07/2010,1100.000000000,1107.500000000,1115.000000000
UAK,08/07/2010,5.333500000,5.334250000,5.335000000
USD,08/07/2010,1.000000000,1.000000000,1.000000000
UYP,08/07/2010,29.635000000,29.660000000,29.685000000
VEB,08/07/2010,1915.200000000,1917.600000000,1920.000000000
VND,08/07/2010,15735.000000000,15737.500000000,15740.000000000
VUV,08/07/2010,110.410000000,110.690000000,110.970000000
WST,08/07/2010,0.359000000,0.364000000,0.369000000
XAF,08/07/2010,539.704600000,539.771200000,539.837900000
XOF,08/07/2010,539.704600000,539.771200000,539.837900000
YUN,08/07/2010,57.586700000,57.766100000,57.945500000
ZAR,08/07/2010,7.600000000,7.618750000,7.637500000
ZMK,08/07/2010,4720.000000000,4770.000000000,4820.000000000
ZWD,08/07/2010,4416.940000000,4416.940000000,4416.940000000
